2025-06-27 14:19:11.117 | INFO     | orchestrator.logging_config:__init__:33 | 187:139737289284480 | LoggingManager initialized
2025-06-27 15:23:52.135 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.136 | DEBUG    | agents.agent_validation:execute:40 | 493:139912292477824 | Validating input data
2025-06-27 15:23:52.136 | DEBUG    | agents.agent_validation:execute:50 | 493:139912292477824 | Starting conflict detection (fake mode)
2025-06-27 15:23:52.136 | DEBUG    | agents.agent_validation:execute:58 | 493:139912292477824 | Conflict detection completed
2025-06-27 15:23:52.137 | DEBUG    | agents.agent_validation:execute:66 | 493:139912292477824 | Starting conflict resolution (fake mode)
2025-06-27 15:23:52.137 | DEBUG    | agents.agent_validation:execute:74 | 493:139912292477824 | Conflict resolution completed
2025-06-27 15:23:52.138 | DEBUG    | agents.agent_validation:execute:82 | 493:139912292477824 | Calculating consistency score
2025-06-27 15:23:52.138 | DEBUG    | agents.agent_validation:execute:94 | 493:139912292477824 | Consistency score calculated
2025-06-27 15:23:52.138 | DEBUG    | agents.agent_validation:execute:101 | 493:139912292477824 | Identifying linked entities (fake mode)
2025-06-27 15:23:52.139 | DEBUG    | agents.agent_validation:execute:108 | 493:139912292477824 | Linked entities identification completed
2025-06-27 15:23:52.139 | DEBUG    | agents.agent_validation:execute:118 | 493:139912292477824 | Data quality score calculated
2025-06-27 15:23:52.140 | INFO     | agents.agent_validation:execute:137 | 493:139912292477824 | Validation execution successful
2025-06-27 15:23:52.140 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.141 | INFO     | orchestrator.cache_manager:disconnect:106 | 493:139912292477824 | Disconnected from Redis
2025-06-27 15:23:52.141 | INFO     | orchestrator.cache_manager:disconnect:106 | 493:139912292477824 | Disconnected from Redis
2025-06-27 15:23:52.142 | INFO     | orchestrator.cache_manager:__init__:37 | 493:139912292477824 | CacheManager initialized
2025-06-27 15:23:52.142 | DEBUG    | orchestrator.cache_manager:connect:76 | 493:139912292477824 | Attempting Redis connection
2025-06-27 15:23:52.145 | INFO     | orchestrator.cache_manager:connect:86 | 493:139912292477824 | Connected to Redis successfully
2025-06-27 15:23:52.145 | INFO     | agents.base:__init__:62 | 493:139912292477824 | Agent initialized
2025-06-27 15:23:52.145 | INFO     | agents.base:__init__:62 | 493:139912292477824 | Agent initialized
2025-06-27 15:23:52.146 | INFO     | agents.base:__init__:62 | 493:139912292477824 | Agent initialized
2025-06-27 15:23:52.146 | DEBUG    | agents.agent_normalization:execute:35 | 493:139912292477824 | Starting normalization execution
2025-06-27 15:23:52.147 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.147 | DEBUG    | agents.agent_normalization:execute:45 | 493:139912292477824 | Checking cache for normalization result
2025-06-27 15:23:52.148 | DEBUG    | orchestrator.cache_manager:get:180 | 493:139912292477824 | Cache get operation started
2025-06-27 15:23:52.148 | DEBUG    | orchestrator.cache_manager:get:192 | 493:139912292477824 | Cache miss
2025-06-27 15:23:52.148 | DEBUG    | agents.agent_normalization:execute:60 | 493:139912292477824 | Validating input data
2025-06-27 15:23:52.148 | DEBUG    | agents.agent_normalization:execute:70 | 493:139912292477824 | Starting name normalization (fake mode)
2025-06-27 15:23:52.149 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 493:139912292477824 | Starting fake name normalization
2025-06-27 15:23:52.149 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 493:139912292477824 | Basic cleaning completed
2025-06-27 15:23:52.150 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 493:139912292477824 | Legal forms removed
2025-06-27 15:23:52.150 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.150 | DEBUG    | agents.agent_normalization:execute:78 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.151 | DEBUG    | agents.agent_normalization:execute:87 | 493:139912292477824 | Starting enterprise matching (fake mode)
2025-06-27 15:23:52.151 | DEBUG    | agents.agent_normalization:execute:95 | 493:139912292477824 | Enterprise matching completed
2025-06-27 15:23:52.152 | DEBUG    | agents.agent_normalization:execute:104 | 493:139912292477824 | Starting named entity extraction (fake mode)
2025-06-27 15:23:52.152 | DEBUG    | agents.agent_normalization:execute:112 | 493:139912292477824 | Named entity extraction completed
2025-06-27 15:23:52.152 | DEBUG    | agents.agent_normalization:execute:132 | 493:139912292477824 | Validating consolidated data
2025-06-27 15:23:52.153 | WARNING  | agents.agent_normalization:execute:141 | 493:139912292477824 | Data validation errors found
2025-06-27 15:23:52.153 | INFO     | agents.agent_normalization:execute:149 | 493:139912292477824 | Normalization execution successful
2025-06-27 15:23:52.154 | DEBUG    | agents.agent_normalization:execute:177 | 493:139912292477824 | Caching normalization result
2025-06-27 15:23:52.155 | DEBUG    | orchestrator.cache_manager:set:255 | 493:139912292477824 | Cache set for key: agent:normalization:Apple Inc:-3098651716812458627 (TTL: 3600s)
2025-06-27 15:23:52.155 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.156 | WARNING  | agents.base:post_execute:114 | 493:139912292477824 | Agent execution had errors
2025-06-27 15:23:52.156 | DEBUG    | agents.agent_identification:execute:32 | 493:139912292477824 | Starting identification execution
2025-06-27 15:23:52.156 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.157 | DEBUG    | agents.agent_identification:execute:42 | 493:139912292477824 | Retrieving normalization data
2025-06-27 15:23:52.157 | DEBUG    | agents.agent_identification:execute:55 | 493:139912292477824 | Checking for existing SIREN
2025-06-27 15:23:52.158 | DEBUG    | agents.agent_identification:execute:67 | 493:139912292477824 | Using SIREN from normalization
2025-06-27 15:23:52.158 | DEBUG    | agents.agent_identification:execute:95 | 493:139912292477824 | Starting website URL search (fake mode)
2025-06-27 15:23:52.158 | DEBUG    | agents.agent_identification:execute:104 | 493:139912292477824 | Website URL search completed
2025-06-27 15:23:52.159 | INFO     | agents.agent_identification:execute:126 | 493:139912292477824 | Identification execution successful
2025-06-27 15:23:52.159 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.160 | DEBUG    | agents.agent_validation:execute:30 | 493:139912292477824 | Starting validation execution
2025-06-27 15:23:52.160 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.160 | DEBUG    | agents.agent_validation:execute:40 | 493:139912292477824 | Validating input data
2025-06-27 15:23:52.160 | DEBUG    | agents.agent_validation:execute:50 | 493:139912292477824 | Starting conflict detection (fake mode)
2025-06-27 15:23:52.160 | DEBUG    | agents.agent_validation:execute:58 | 493:139912292477824 | Conflict detection completed
2025-06-27 15:23:52.161 | DEBUG    | agents.agent_validation:execute:66 | 493:139912292477824 | Starting conflict resolution (fake mode)
2025-06-27 15:23:52.161 | DEBUG    | agents.agent_validation:execute:74 | 493:139912292477824 | Conflict resolution completed
2025-06-27 15:23:52.161 | DEBUG    | agents.agent_validation:execute:82 | 493:139912292477824 | Calculating consistency score
2025-06-27 15:23:52.162 | DEBUG    | agents.agent_validation:execute:94 | 493:139912292477824 | Consistency score calculated
2025-06-27 15:23:52.162 | DEBUG    | agents.agent_validation:execute:101 | 493:139912292477824 | Identifying linked entities (fake mode)
2025-06-27 15:23:52.163 | DEBUG    | agents.agent_validation:execute:108 | 493:139912292477824 | Linked entities identification completed
2025-06-27 15:23:52.163 | DEBUG    | agents.agent_validation:execute:118 | 493:139912292477824 | Data quality score calculated
2025-06-27 15:23:52.164 | INFO     | agents.agent_validation:execute:137 | 493:139912292477824 | Validation execution successful
2025-06-27 15:23:52.164 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.165 | INFO     | orchestrator.cache_manager:disconnect:106 | 493:139912292477824 | Disconnected from Redis
2025-06-27 15:23:52.165 | INFO     | agents.base:__init__:62 | 493:139912292477824 | Agent initialized
2025-06-27 15:23:52.165 | INFO     | orchestrator.cache_manager:__init__:37 | 493:139912292477824 | CacheManager initialized
2025-06-27 15:23:52.166 | DEBUG    | orchestrator.cache_manager:connect:76 | 493:139912292477824 | Attempting Redis connection
2025-06-27 15:23:52.168 | INFO     | orchestrator.cache_manager:connect:86 | 493:139912292477824 | Connected to Redis successfully
2025-06-27 15:23:52.169 | DEBUG    | agents.agent_normalization:execute:35 | 493:139912292477824 | Starting normalization execution
2025-06-27 15:23:52.169 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.169 | DEBUG    | agents.agent_normalization:execute:45 | 493:139912292477824 | Checking cache for normalization result
2025-06-27 15:23:52.170 | DEBUG    | orchestrator.cache_manager:get:180 | 493:139912292477824 | Cache get operation started
2025-06-27 15:23:52.170 | DEBUG    | orchestrator.cache_manager:get:192 | 493:139912292477824 | Cache miss
2025-06-27 15:23:52.170 | DEBUG    | agents.agent_normalization:execute:60 | 493:139912292477824 | Validating input data
2025-06-27 15:23:52.171 | DEBUG    | agents.agent_normalization:execute:70 | 493:139912292477824 | Starting name normalization (fake mode)
2025-06-27 15:23:52.171 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 493:139912292477824 | Starting fake name normalization
2025-06-27 15:23:52.172 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 493:139912292477824 | Basic cleaning completed
2025-06-27 15:23:52.172 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.172 | DEBUG    | agents.agent_normalization:execute:78 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.173 | DEBUG    | agents.agent_normalization:execute:87 | 493:139912292477824 | Starting enterprise matching (fake mode)
2025-06-27 15:23:52.173 | DEBUG    | agents.agent_normalization:execute:95 | 493:139912292477824 | Enterprise matching completed
2025-06-27 15:23:52.173 | DEBUG    | agents.agent_normalization:execute:104 | 493:139912292477824 | Starting named entity extraction (fake mode)
2025-06-27 15:23:52.174 | DEBUG    | agents.agent_normalization:execute:112 | 493:139912292477824 | Named entity extraction completed
2025-06-27 15:23:52.174 | DEBUG    | agents.agent_normalization:execute:132 | 493:139912292477824 | Validating consolidated data
2025-06-27 15:23:52.174 | WARNING  | agents.agent_normalization:execute:141 | 493:139912292477824 | Data validation errors found
2025-06-27 15:23:52.175 | INFO     | agents.agent_normalization:execute:149 | 493:139912292477824 | Normalization execution successful
2025-06-27 15:23:52.175 | DEBUG    | agents.agent_normalization:execute:177 | 493:139912292477824 | Caching normalization result
2025-06-27 15:23:52.177 | DEBUG    | orchestrator.cache_manager:set:255 | 493:139912292477824 | Cache set for key: agent:normalization:Google LLC:-3098651716812458627 (TTL: 3600s)
2025-06-27 15:23:52.177 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.178 | WARNING  | agents.base:post_execute:114 | 493:139912292477824 | Agent execution had errors
2025-06-27 15:23:52.179 | INFO     | orchestrator.cache_manager:disconnect:106 | 493:139912292477824 | Disconnected from Redis
2025-06-27 15:23:52.179 | INFO     | orchestrator.cache_manager:__init__:37 | 493:139912292477824 | CacheManager initialized
2025-06-27 15:23:52.179 | DEBUG    | orchestrator.cache_manager:connect:76 | 493:139912292477824 | Attempting Redis connection
2025-06-27 15:23:52.181 | INFO     | orchestrator.cache_manager:connect:86 | 493:139912292477824 | Connected to Redis successfully
2025-06-27 15:23:52.182 | DEBUG    | agents.agent_normalization:execute:35 | 493:139912292477824 | Starting normalization execution
2025-06-27 15:23:52.182 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.183 | DEBUG    | agents.agent_normalization:execute:45 | 493:139912292477824 | Checking cache for normalization result
2025-06-27 15:23:52.183 | DEBUG    | orchestrator.cache_manager:get:180 | 493:139912292477824 | Cache get operation started
2025-06-27 15:23:52.184 | DEBUG    | orchestrator.cache_manager:get:192 | 493:139912292477824 | Cache miss
2025-06-27 15:23:52.184 | DEBUG    | agents.agent_normalization:execute:60 | 493:139912292477824 | Validating input data
2025-06-27 15:23:52.184 | DEBUG    | agents.agent_normalization:execute:70 | 493:139912292477824 | Starting name normalization (fake mode)
2025-06-27 15:23:52.185 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 493:139912292477824 | Starting fake name normalization
2025-06-27 15:23:52.185 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 493:139912292477824 | Basic cleaning completed
2025-06-27 15:23:52.185 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 493:139912292477824 | Legal forms removed
2025-06-27 15:23:52.186 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.186 | DEBUG    | agents.agent_normalization:execute:78 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.186 | DEBUG    | agents.agent_normalization:execute:87 | 493:139912292477824 | Starting enterprise matching (fake mode)
2025-06-27 15:23:52.187 | DEBUG    | agents.agent_normalization:execute:95 | 493:139912292477824 | Enterprise matching completed
2025-06-27 15:23:52.187 | DEBUG    | agents.agent_normalization:execute:104 | 493:139912292477824 | Starting named entity extraction (fake mode)
2025-06-27 15:23:52.187 | DEBUG    | agents.agent_normalization:execute:112 | 493:139912292477824 | Named entity extraction completed
2025-06-27 15:23:52.188 | DEBUG    | agents.agent_normalization:execute:132 | 493:139912292477824 | Validating consolidated data
2025-06-27 15:23:52.188 | WARNING  | agents.agent_normalization:execute:141 | 493:139912292477824 | Data validation errors found
2025-06-27 15:23:52.188 | INFO     | agents.agent_normalization:execute:149 | 493:139912292477824 | Normalization execution successful
2025-06-27 15:23:52.189 | DEBUG    | agents.agent_normalization:execute:177 | 493:139912292477824 | Caching normalization result
2025-06-27 15:23:52.190 | DEBUG    | orchestrator.cache_manager:set:255 | 493:139912292477824 | Cache set for key: agent:normalization:Amazon.com Inc:-3098651716812458627 (TTL: 3600s)
2025-06-27 15:23:52.190 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.190 | WARNING  | agents.base:post_execute:114 | 493:139912292477824 | Agent execution had errors
2025-06-27 15:23:52.191 | INFO     | orchestrator.cache_manager:disconnect:106 | 493:139912292477824 | Disconnected from Redis
2025-06-27 15:23:52.191 | INFO     | orchestrator.cache_manager:__init__:37 | 493:139912292477824 | CacheManager initialized
2025-06-27 15:23:52.192 | DEBUG    | orchestrator.cache_manager:connect:76 | 493:139912292477824 | Attempting Redis connection
2025-06-27 15:23:52.194 | INFO     | orchestrator.cache_manager:connect:86 | 493:139912292477824 | Connected to Redis successfully
2025-06-27 15:23:52.194 | DEBUG    | agents.agent_normalization:execute:35 | 493:139912292477824 | Starting normalization execution
2025-06-27 15:23:52.195 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.195 | DEBUG    | agents.agent_normalization:execute:45 | 493:139912292477824 | Checking cache for normalization result
2025-06-27 15:23:52.195 | DEBUG    | orchestrator.cache_manager:get:180 | 493:139912292477824 | Cache get operation started
2025-06-27 15:23:52.196 | DEBUG    | orchestrator.cache_manager:get:192 | 493:139912292477824 | Cache miss
2025-06-27 15:23:52.196 | DEBUG    | agents.agent_normalization:execute:60 | 493:139912292477824 | Validating input data
2025-06-27 15:23:52.196 | DEBUG    | agents.agent_normalization:execute:70 | 493:139912292477824 | Starting name normalization (fake mode)
2025-06-27 15:23:52.197 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 493:139912292477824 | Starting fake name normalization
2025-06-27 15:23:52.197 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 493:139912292477824 | Basic cleaning completed
2025-06-27 15:23:52.197 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 493:139912292477824 | Legal forms removed
2025-06-27 15:23:52.197 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.198 | DEBUG    | agents.agent_normalization:execute:78 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.198 | DEBUG    | agents.agent_normalization:execute:87 | 493:139912292477824 | Starting enterprise matching (fake mode)
2025-06-27 15:23:52.198 | DEBUG    | agents.agent_normalization:execute:95 | 493:139912292477824 | Enterprise matching completed
2025-06-27 15:23:52.198 | DEBUG    | agents.agent_normalization:execute:104 | 493:139912292477824 | Starting named entity extraction (fake mode)
2025-06-27 15:23:52.198 | DEBUG    | agents.agent_normalization:execute:112 | 493:139912292477824 | Named entity extraction completed
2025-06-27 15:23:52.199 | DEBUG    | agents.agent_normalization:execute:132 | 493:139912292477824 | Validating consolidated data
2025-06-27 15:23:52.199 | WARNING  | agents.agent_normalization:execute:141 | 493:139912292477824 | Data validation errors found
2025-06-27 15:23:52.200 | INFO     | agents.agent_normalization:execute:149 | 493:139912292477824 | Normalization execution successful
2025-06-27 15:23:52.200 | DEBUG    | agents.agent_normalization:execute:177 | 493:139912292477824 | Caching normalization result
2025-06-27 15:23:52.201 | DEBUG    | orchestrator.cache_manager:set:255 | 493:139912292477824 | Cache set for key: agent:normalization:Meta Platforms Inc:-3098651716812458627 (TTL: 3600s)
2025-06-27 15:23:52.201 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.202 | WARNING  | agents.base:post_execute:114 | 493:139912292477824 | Agent execution had errors
2025-06-27 15:23:52.202 | INFO     | orchestrator.cache_manager:disconnect:106 | 493:139912292477824 | Disconnected from Redis
2025-06-27 15:23:52.202 | INFO     | orchestrator.cache_manager:__init__:37 | 493:139912292477824 | CacheManager initialized
2025-06-27 15:23:52.203 | DEBUG    | orchestrator.cache_manager:connect:76 | 493:139912292477824 | Attempting Redis connection
2025-06-27 15:23:52.205 | INFO     | orchestrator.cache_manager:connect:86 | 493:139912292477824 | Connected to Redis successfully
2025-06-27 15:23:52.205 | DEBUG    | agents.agent_normalization:execute:35 | 493:139912292477824 | Starting normalization execution
2025-06-27 15:23:52.206 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.206 | DEBUG    | agents.agent_normalization:execute:45 | 493:139912292477824 | Checking cache for normalization result
2025-06-27 15:23:52.206 | DEBUG    | orchestrator.cache_manager:get:180 | 493:139912292477824 | Cache get operation started
2025-06-27 15:23:52.207 | DEBUG    | orchestrator.cache_manager:get:192 | 493:139912292477824 | Cache miss
2025-06-27 15:23:52.207 | DEBUG    | agents.agent_normalization:execute:60 | 493:139912292477824 | Validating input data
2025-06-27 15:23:52.207 | DEBUG    | agents.agent_normalization:execute:70 | 493:139912292477824 | Starting name normalization (fake mode)
2025-06-27 15:23:52.207 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 493:139912292477824 | Starting fake name normalization
2025-06-27 15:23:52.208 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 493:139912292477824 | Basic cleaning completed
2025-06-27 15:23:52.208 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 493:139912292477824 | Legal forms removed
2025-06-27 15:23:52.208 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.208 | DEBUG    | agents.agent_normalization:execute:78 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.209 | DEBUG    | agents.agent_normalization:execute:87 | 493:139912292477824 | Starting enterprise matching (fake mode)
2025-06-27 15:23:52.209 | DEBUG    | agents.agent_normalization:execute:95 | 493:139912292477824 | Enterprise matching completed
2025-06-27 15:23:52.209 | DEBUG    | agents.agent_normalization:execute:104 | 493:139912292477824 | Starting named entity extraction (fake mode)
2025-06-27 15:23:52.209 | DEBUG    | agents.agent_normalization:execute:112 | 493:139912292477824 | Named entity extraction completed
2025-06-27 15:23:52.210 | DEBUG    | agents.agent_normalization:execute:132 | 493:139912292477824 | Validating consolidated data
2025-06-27 15:23:52.210 | WARNING  | agents.agent_normalization:execute:141 | 493:139912292477824 | Data validation errors found
2025-06-27 15:23:52.210 | INFO     | agents.agent_normalization:execute:149 | 493:139912292477824 | Normalization execution successful
2025-06-27 15:23:52.211 | DEBUG    | agents.agent_normalization:execute:177 | 493:139912292477824 | Caching normalization result
2025-06-27 15:23:52.211 | DEBUG    | orchestrator.cache_manager:set:255 | 493:139912292477824 | Cache set for key: agent:normalization:Tesla Inc:-3098651716812458627 (TTL: 3600s)
2025-06-27 15:23:52.212 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.212 | WARNING  | agents.base:post_execute:114 | 493:139912292477824 | Agent execution had errors
2025-06-27 15:23:52.212 | INFO     | orchestrator.cache_manager:disconnect:106 | 493:139912292477824 | Disconnected from Redis
2025-06-27 15:23:52.213 | INFO     | orchestrator.cache_manager:__init__:37 | 493:139912292477824 | CacheManager initialized
2025-06-27 15:23:52.213 | DEBUG    | orchestrator.cache_manager:connect:76 | 493:139912292477824 | Attempting Redis connection
2025-06-27 15:23:52.215 | INFO     | orchestrator.cache_manager:connect:86 | 493:139912292477824 | Connected to Redis successfully
2025-06-27 15:23:52.215 | DEBUG    | agents.agent_normalization:execute:35 | 493:139912292477824 | Starting normalization execution
2025-06-27 15:23:52.216 | INFO     | agents.base:pre_execute:82 | 493:139912292477824 | Starting agent execution
2025-06-27 15:23:52.216 | DEBUG    | agents.agent_normalization:execute:45 | 493:139912292477824 | Checking cache for normalization result
2025-06-27 15:23:52.216 | DEBUG    | orchestrator.cache_manager:get:180 | 493:139912292477824 | Cache get operation started
2025-06-27 15:23:52.217 | DEBUG    | orchestrator.cache_manager:get:192 | 493:139912292477824 | Cache miss
2025-06-27 15:23:52.217 | DEBUG    | agents.agent_normalization:execute:60 | 493:139912292477824 | Validating input data
2025-06-27 15:23:52.217 | DEBUG    | agents.agent_normalization:execute:70 | 493:139912292477824 | Starting name normalization (fake mode)
2025-06-27 15:23:52.217 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 493:139912292477824 | Starting fake name normalization
2025-06-27 15:23:52.218 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 493:139912292477824 | Basic cleaning completed
2025-06-27 15:23:52.218 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 493:139912292477824 | Legal forms removed
2025-06-27 15:23:52.218 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.218 | DEBUG    | agents.agent_normalization:execute:78 | 493:139912292477824 | Name normalization completed
2025-06-27 15:23:52.219 | DEBUG    | agents.agent_normalization:execute:87 | 493:139912292477824 | Starting enterprise matching (fake mode)
2025-06-27 15:23:52.219 | DEBUG    | agents.agent_normalization:execute:95 | 493:139912292477824 | Enterprise matching completed
2025-06-27 15:23:52.219 | DEBUG    | agents.agent_normalization:execute:104 | 493:139912292477824 | Starting named entity extraction (fake mode)
2025-06-27 15:23:52.219 | DEBUG    | agents.agent_normalization:execute:112 | 493:139912292477824 | Named entity extraction completed
2025-06-27 15:23:52.220 | DEBUG    | agents.agent_normalization:execute:132 | 493:139912292477824 | Validating consolidated data
2025-06-27 15:23:52.220 | WARNING  | agents.agent_normalization:execute:141 | 493:139912292477824 | Data validation errors found
2025-06-27 15:23:52.220 | INFO     | agents.agent_normalization:execute:149 | 493:139912292477824 | Normalization execution successful
2025-06-27 15:23:52.221 | DEBUG    | agents.agent_normalization:execute:177 | 493:139912292477824 | Caching normalization result
2025-06-27 15:23:52.221 | DEBUG    | orchestrator.cache_manager:set:255 | 493:139912292477824 | Cache set for key: agent:normalization:Netflix Inc:-3098651716812458627 (TTL: 3600s)
2025-06-27 15:23:52.222 | INFO     | agents.base:post_execute:101 | 493:139912292477824 | Agent execution completed
2025-06-27 15:23:52.222 | WARNING  | agents.base:post_execute:114 | 493:139912292477824 | Agent execution had errors
2025-06-27 15:23:52.223 | INFO     | orchestrator.cache_manager:disconnect:106 | 493:139912292477824 | Disconnected from Redis
2025-06-27 15:25:13.645 | INFO     | orchestrator.logging_config:__init__:33 | 506:140671406590848 | LoggingManager initialized
2025-06-27 15:25:13.645 | INFO     | orchestrator.core:__init__:122 | 506:140671406590848 | OrchestrationEngine initialized
2025-06-27 15:25:56.154 | INFO     | orchestrator.logging_config:__init__:33 | 516:140153395407744 | LoggingManager initialized
2025-06-27 15:25:56.154 | INFO     | orchestrator.core:__init__:122 | 516:140153395407744 | OrchestrationEngine initialized
2025-06-27 15:26:31.992 | INFO     | orchestrator.logging_config:__init__:33 | 534:140226157206400 | LoggingManager initialized
2025-06-27 15:26:31.993 | INFO     | orchestrator.cache_manager:__init__:37 | 534:140226157206400 | CacheManager initialized
2025-06-27 15:26:31.993 | DEBUG    | orchestrator.cache_manager:connect:76 | 534:140226157206400 | Attempting Redis connection
2025-06-27 15:26:32.014 | INFO     | orchestrator.cache_manager:connect:86 | 534:140226157206400 | Connected to Redis successfully
2025-06-27 15:26:32.026 | INFO     | agents.base:__init__:62 | 534:140226157206400 | Agent initialized
2025-06-27 15:26:32.027 | DEBUG    | agents.agent_normalization:execute:35 | 534:140226157206400 | Starting normalization execution
2025-06-27 15:26:32.027 | INFO     | agents.base:pre_execute:82 | 534:140226157206400 | Starting agent execution
2025-06-27 15:26:32.028 | DEBUG    | agents.agent_normalization:execute:45 | 534:140226157206400 | Checking cache for normalization result
2025-06-27 15:26:32.028 | DEBUG    | orchestrator.cache_manager:get:180 | 534:140226157206400 | Cache get operation started
2025-06-27 15:26:32.029 | DEBUG    | orchestrator.cache_manager:get:192 | 534:140226157206400 | Cache miss
2025-06-27 15:26:32.029 | DEBUG    | agents.agent_normalization:execute:60 | 534:140226157206400 | Validating input data
2025-06-27 15:26:32.029 | DEBUG    | agents.agent_normalization:execute:70 | 534:140226157206400 | Starting name normalization (fake mode)
2025-06-27 15:26:32.029 | DEBUG    | agents.agent_normalization:_normalize_name_fake:214 | 534:140226157206400 | Starting fake name normalization
2025-06-27 15:26:32.030 | DEBUG    | agents.agent_normalization:_normalize_name_fake:225 | 534:140226157206400 | Basic cleaning completed
2025-06-27 15:26:32.030 | DEBUG    | agents.agent_normalization:_normalize_name_fake:241 | 534:140226157206400 | Legal forms removed
2025-06-27 15:26:32.030 | DEBUG    | agents.agent_normalization:_normalize_name_fake:271 | 534:140226157206400 | Name normalization completed
2025-06-27 15:26:32.031 | DEBUG    | agents.agent_normalization:execute:78 | 534:140226157206400 | Name normalization completed
2025-06-27 15:26:32.031 | DEBUG    | agents.agent_normalization:execute:87 | 534:140226157206400 | Starting enterprise matching (fake mode)
2025-06-27 15:26:32.032 | DEBUG    | agents.agent_normalization:execute:95 | 534:140226157206400 | Enterprise matching completed
2025-06-27 15:26:32.032 | DEBUG    | agents.agent_normalization:execute:104 | 534:140226157206400 | Starting named entity extraction (fake mode)
2025-06-27 15:26:32.032 | DEBUG    | agents.agent_normalization:execute:112 | 534:140226157206400 | Named entity extraction completed
2025-06-27 15:26:32.032 | DEBUG    | agents.agent_normalization:execute:132 | 534:140226157206400 | Validating consolidated data
2025-06-27 15:26:32.033 | WARNING  | agents.agent_normalization:execute:141 | 534:140226157206400 | Data validation errors found
2025-06-27 15:26:32.033 | INFO     | agents.agent_normalization:execute:149 | 534:140226157206400 | Normalization execution successful
2025-06-27 15:26:32.033 | DEBUG    | agents.agent_normalization:execute:177 | 534:140226157206400 | Caching normalization result
2025-06-27 15:26:32.036 | DEBUG    | orchestrator.cache_manager:set:255 | 534:140226157206400 | Cache set for key: agent:normalization:Société Test SARL:5756440175580989726 (TTL: 3600s)
